Date,Year,Month,Month_Name,State_Code,State_Name,Avg_Daily_Traffic,Median_Daily_Traffic,Min_Daily_Traffic,Max_Daily_Traffic,Stations_Reporting,Valid_Station_Days,Avg_PM2_5,Median_PM2_5,Min_PM2_5,Max_PM2_5,Avg_AQI,Median_AQI,Min_AQI,Max_AQI,Monitoring_Sites,Valid_PM2_5_Observations,Valid_AQI_Observations,PM2_5_outlier_flag,Traffic_outlier_flag,Traffic_Volatility,Traffic_per_1000,Station_Coverage_Ratio,PM25_Obs_Coverage,AQI_Category,Emission_Efficiency_Index,Season,PM2_5_YoY_Change,Emission_Efficiency_YoY_Change
2016-06-01,2016,6,June,01,Alabama,40694.61,23210.5,827,188251,131,3696,10.53,10.6,2.5,22.3,48.62,54.0,14.0,76.0,18,261,231,False,False,4.605622218765581,40.69461,0.9404580152671755,0.48333333333333334,Good,0.258756626491813,Summer,-1.6590000000000007,-0.07391040844027258
2016-07-01,2016,7,July,01,Alabama,39409.1,23649.0,750,186390,131,3851,9.479,9.0,3.2,24.079,45.96,48.0,18.0,79.0,18,256,225,False,False,4.710587148653484,39.409099999999995,0.9482885988672741,0.45878136200716846,Good,0.2405282028770005,Summer,-3.466000000000001,-0.10313210729069883
2016-08-01,2016,8,August,01,Alabama,38544.85,21598.0,739,181195,130,3846,7.833,7.6,3.0,15.3,41.08,42.0,17.0,63.0,18,219,216,False,False,4.6817149372743705,38.54485,0.9543424317617866,0.3924731182795699,Good,0.20321780990197136,Summer,-2.4819999999999993,-0.08453732345154064
2016-09-01,2016,9,September,01,Alabama,36114.88,20192.0,800,186626,128,3460,9.294,9.1,3.0,19.817,45.98,49.0,17.0,71.0,18,229,211,False,False,5.145413746356073,36.11488,0.9010416666666666,0.42407407407407405,Good,0.25734544874578014,Fall,-0.31099999999999994,0.0007010165806042301
2016-10-01,2016,10,October,01,Alabama,39450.16,21751.0,863,181812,131,3839,8.971,8.9,3.4,24.704,44.02,47.5,19.0,80.0,17,213,196,False,False,4.586774806490011,39.450160000000004,0.9453336616596897,0.40417457305502846,Good,0.2274008521131473,Fall,0.8949999999999996,0.00989572959280266
2016-11-01,2016,11,November,01,Alabama,39034.44,21709.0,416,182684,128,3616,9.798,8.8,2.1,42.7,46.47,48.0,12.0,119.0,17,204,191,False,False,4.669415008899833,39.034440000000004,0.9416666666666667,0.4,Good,0.25100910887923583,Fall,3.4080000000000004,0.0671867428466173
2016-12-01,2016,12,December,01,Alabama,35434.22,19624.0,709,171699,122,3473,8.256,7.6,2.7,18.829,41.85,42.0,15.0,69.0,17,222,195,False,False,4.8255612794637495,35.43422,0.9182971972501323,0.42125237191650855,Good,0.2329951103763537,Winter,1.6349999999999998,0.03593473567294128
2017-01-01,2017,1,January,01,Alabama,35072.89,19606.0,443,172588,122,3464,7.379,6.8,1.8,47.7,38.48,38.0,10.0,131.0,18,263,232,False,False,4.908206880014735,35.07289,0.9159175039661555,0.471326164874552,Good,0.2103904183544612,Winter,0.7849999999999993,0.0039050104283525344
2017-02-01,2017,2,February,01,Alabama,37347.17,20257.0,738,195078,131,3385,9.641,9.5,3.4,27.2,47.1,52.0,19.0,85.0,18,205,191,False,False,5.2036071273941245,37.34717,0.9228462377317339,0.40674603174603174,Good,0.2581453962910711,Winter,2.54,0.03662652741302155
2017-03-01,2017,3,March,01,Alabama,41987.47,23306.0,795,370998,126,3486,9.187,8.0,2.6,28.8,43.5,44.0,14.0,88.0,18,223,214,False,False,8.816987544141146,41.98747,0.8924731182795699,0.3996415770609319,Good,0.21880337157728244,Spring,0.28200000000000003,-0.018316972922231195
2017-04-01,2017,4,April,01,Alabama,40088.84,22433.0,738,178877,129,3553,9.148,7.948,1.4,22.2,44.2,43.5,8.0,75.0,18,254,224,False,False,4.44360575162564,40.08884,0.9180878552971576,0.4703703703703704,Good,0.22819318294068874,Spring,0.8409999999999993,-0.02280111039117816
2017-05-01,2017,5,May,01,Alabama,40893.07,22213.0,804,176506,125,3613,8.163,7.1,2.3,22.946,39.56,38.5,13.0,77.0,18,281,250,False,False,4.296620429818549,40.89307,0.9323870967741935,0.503584229390681,Good,0.19961817491325548,Spring,-1.5739999999999998,-0.04065735352880806
2017-06-01,2017,6,June,01,Alabama,42820.4,24148.0,1043,170055,122,3323,6.871,6.3,2.9,20.6,36.06,34.0,16.0,72.0,18,267,237,False,False,3.9469972256214327,42.8204,0.9079234972677596,0.49444444444444446,Good,0.16046090181315448,Summer,-3.658999999999999,-0.09829572467865855
2017-07-01,2017,7,July,01,Alabama,42401.94,25500.0,969,170728,120,3449,9.639,8.0,3.0,23.908,45.09,43.0,17.0,79.0,18,263,232,False,False,4.00356681793333,42.40194,0.9271505376344086,0.471326164874552,Good,0.22732450449201141,Summer,0.16000000000000014,-0.013203698384989082
2017-08-01,2017,8,August,01,Alabama,42379.02,23035.0,927,170835,119,3445,9.577,9.8,2.945,17.979,47.77,52.0,17.0,67.0,18,255,224,False,False,4.009247972227768,42.37902,0.9338574139333152,0.45698924731182794,Good,0.22598446117914006,Summer,1.7439999999999998,0.022766651277168704
2017-09-01,2017,9,September,01,Alabama,40869.34,22365.0,933,163151,117,3351,11.317,11.3,2.4,21.417,50.63,53.5,13.0,74.0,18,281,238,False,False,3.969185702533978,40.869339999999994,0.9547008547008548,0.5203703703703704,Moderate,0.27690684508240165,Fall,2.0229999999999997,0.019561396336621517
2017-10-01,2017,10,October,01,Alabama,44675.23,27921.0,616,164202,168,4967,8.348,7.9,0.5,19.433,39.88,39.0,3.0,70.0,18,325,265,False,False,3.6616711318553925,44.675230000000006,0.9537250384024577,0.5824372759856631,Good,0.1868596983160467,Fall,-0.6229999999999993,-0.040541153797100604
2017-11-01,2017,11,November,01,Alabama,44405.82,28871.0,909,160744,166,4699,11.722,11.0,2.0,27.6,52.0,54.0,11.0,85.0,18,309,252,False,False,3.599415572102936,44.40582,0.9435742971887551,0.5722222222222222,Moderate,0.26397440695836716,Fall,1.9239999999999995,0.012965298079131327
2017-12-01,2017,12,December,01,Alabama,42623.13,27806.5,782,165574,167,4836,9.595,8.6,0.0,25.042,42.77,44.0,0.0,81.0,18,323,261,False,False,3.8662575930017344,42.623129999999996,0.9341317365269461,0.578853046594982,Good,0.22511251520008035,Winter,1.3390000000000004,-0.00788259517627335
2018-01-01,2018,1,January,01,Alabama,41570.8,27763.0,293,165220,167,4821,9.317,8.4,2.0,27.833,42.96,45.5,11.0,86.0,17,275,230,False,False,3.9673761390206583,41.570800000000006,0.9312343055823836,0.5218216318785579,Good,0.2241236637254996,Winter,1.9380000000000006,0.0137332453710384
2018-02-01,2018,2,February,01,Alabama,46151.12,32678.0,1303,163128,156,4148,7.79,6.956,2.4,24.0,38.95,37.0,13.0,79.0,17,308,252,False,False,3.5064154456056538,46.151120000000006,0.9496336996336996,0.6470588235294118,Good,0.16879330339112028,Winter,-1.851,-0.0893520928999508
2018-03-01,2018,3,March,01,Alabama,46852.2,31774.0,952,163457,173,5119,8.862,8.4,2.1,25.833,42.73,46.0,12.0,82.0,17,316,254,False,False,3.4684603924682302,46.852199999999996,0.954503076636211,0.5996204933586338,Good,0.1891480015879724,Spring,-0.3249999999999993,-0.029655369989310038
2018-04-01,2018,4,April,01,Alabama,45140.63,30670.5,778,158477,174,5066,8.349,6.9,2.6,34.9,40.64,37.0,14.0,99.0,17,307,247,False,False,3.493504632079792,45.140629999999994,0.9704980842911878,0.6019607843137255,Good,0.18495532738466436,Spring,-0.7989999999999995,-0.043237855556024385
2018-05-01,2018,5,May,01,Alabama,44847.55,29553.0,905,156498,174,5311,10.552,10.2,2.2,25.5,48.53,53.0,12.0,82.0,17,300,241,False,False,3.46937569610826,44.847550000000005,0.9846125324434557,0.5692599620493358,Good,0.23528598552206303,Spring,2.3889999999999993,0.035667810608807554
2018-06-01,2018,6,June,01,Alabama,46519.94,31631.0,1011,159840,176,5078,10.38,8.8,2.8,23.5,48.77,48.0,16.0,78.0,17,294,237,False,False,3.4142133459329482,46.519940000000005,0.9617424242424243,0.5764705882352941,Good,0.2231301244154657,Summer,3.5090000000000003,0.06266922260231123
2018-07-01,2018,7,July,01,Alabama,45337.31,30571.0,809,275792,176,5209,9.945,9.5,2.1,20.4,49.77,52.0,12.0,72.0,17,338,276,False,False,6.065269421586769,45.337309999999995,0.9547287390029325,0.6413662239089184,Good,0.21935575798387688,Summer,0.30600000000000094,-0.007968746508134533
2018-08-01,2018,8,August,01,Alabama,44085.7,28453.5,275,157836,176,5268,9.127,8.3,2.7,20.8,44.8,47.0,15.0,73.0,17,299,243,False,False,3.573970697981432,44.085699999999996,0.9655425219941349,0.5673624288425048,Good,0.2070285829645441,Summer,-0.4499999999999993,-0.01895587821459596
2018-09-01,2018,9,September,01,Alabama,42841.22,28307.0,631,153370,172,4977,6.897,6.8,0.9,16.158,37.09,38.0,5.0,64.0,17,307,247,False,False,3.5652346034963522,42.84122,0.9645348837209302,0.6019607843137255,Good,0.16098981308188703,Fall,-4.42,-0.11591703200051462
2018-10-01,2018,10,October,01,Alabama,45387.61,30253.0,884,162698,177,5171,8.365,7.704,0.9,24.1,41.66,43.0,5.0,79.0,17,316,254,False,False,3.5651579803386872,45.38761,0.942409331146346,0.5996204933586338,Good,0.18430139855348188,Fall,0.01699999999999946,-0.0025582997625648307
2018-11-01,2018,11,November,01,Alabama,42750.45,28510.0,724,160166,182,5235,8.017,7.3,2.1,21.4,41.7,41.0,12.0,74.0,17,249,213,False,False,3.729598167972501,42.750449999999994,0.9587912087912088,0.48823529411764705,Good,0.1875301897406928,Fall,-3.705,-0.07644421721767436
2018-12-01,2018,12,December,01,Alabama,47848.73,28756.0,668,339064,179,5177,6.268,5.5,0.6,18.3,32.99,29.0,3.0,68.0,17,265,234,False,False,7.072204424234457,47.84873,0.9329608938547486,0.5028462998102466,Good,0.13099616228058716,Winter,-3.327000000000001,-0.09411635291949319
2019-01-01,2019,1,January,01,Alabama,68755.88,26558.5,30,847200,186,5162,6.816,6.3,1.7,17.8,35.44,34.5,9.0,67.0,17,249,218,False,False,12.32141890991723,68.75588,0.8952480055497746,0.47248576850094876,Good,0.09913333957764775,Winter,-2.5010000000000003,-0.12499032414785186
2019-02-01,2019,2,February,01,Alabama,77648.36,30505.0,807,874158,186,4936,7.512,7.8,1.5,15.583,38.98,42.5,8.0,63.0,17,236,208,False,True,11.247513791662824,77.64836,0.9477726574500768,0.4957983193277311,Good,0.09674383335333804,Winter,-0.27800000000000047,-0.07204947003778224
2019-03-01,2019,3,March,01,Alabama,44147.21,28129.0,1,207809,189,5719,8.563,7.542,2.4,25.375,40.87,41.0,13.0,81.0,17,263,232,False,False,4.707160429843698,44.14721,0.97610513739546,0.4990512333965844,Good,0.19396469221950832,Spring,-0.2989999999999995,0.004816690631535919
2019-04-01,2019,4,April,01,Alabama,44013.99,27555.0,15,677668,187,5537,8.105,7.5,2.9,20.167,40.66,41.0,16.0,71.0,17,255,225,False,False,15.396309218955155,44.01399,0.9869875222816399,0.5,Good,0.18414599539828133,Spring,-0.24399999999999977,-0.0008093319863830273
2019-05-01,2019,5,May,01,Alabama,44277.88,28650.0,0,153805,187,5675,9.302,9.5,2.4,21.4,45.47,51.0,13.0,74.0,17,247,217,False,False,3.4736306254951685,44.277879999999996,0.9789546317060549,0.4686907020872865,Good,0.21008232553139403,Spring,-1.25,-0.02520365999066901
2019-06-01,2019,6,June,01,Alabama,45171.58,29479.0,821,302715,185,5491,9.716,8.7,3.1,22.8,46.43,48.0,17.0,77.0,17,256,226,False,False,6.683272978275278,45.17158,0.9893693693693694,0.5019607843137255,Good,0.21509099305359697,Summer,-0.6640000000000015,-0.008039131361868734
2019-07-01,2019,7,July,01,Alabama,44989.69,29537.0,763,153884,186,5663,9.97,10.1,3.6,26.0,48.7,53.0,20.0,82.0,17,251,222,False,False,3.4034686613755283,44.98969,0.9821366631980576,0.476280834914611,Good,0.22160632802759922,Summer,0.025000000000000355,0.0022505700437223386
2019-08-01,2019,8,August,01,Alabama,44037.0,28819.0,745,534372,187,5685,8.735,8.3,3.5,16.4,45.28,47.0,19.0,65.0,17,237,223,False,False,12.11769648250335,44.037,0.9806796618940832,0.4497153700189753,Good,0.19835592796966187,Summer,-0.39200000000000124,-0.008672654994882234
2019-09-01,2019,9,September,01,Alabama,42050.59,27272.0,703,156906,186,5547,11.24,10.5,4.9,25.333,52.75,54.0,27.0,81.0,16,248,218,False,False,3.714644669670509,42.05059,0.9940860215053764,0.5166666666666667,Moderate,0.2672970819196592,Fall,4.343,0.10630726883777214
2019-10-01,2019,10,October,01,Alabama,38981.21,24022.0,723,348337,190,5266,7.209,6.8,1.7,28.7,37.39,38.0,9.0,88.0,16,243,212,False,False,8.917475881328466,38.98121,0.8940577249575552,0.4899193548387097,Good,0.18493525470348407,Fall,-1.1560000000000006,0.0006338561500021933
2019-11-01,2019,11,November,01,Alabama,39802.25,25736.0,787,322603,191,5487,9.493,9.1,3.1,19.0,46.06,49.0,17.0,69.0,16,231,201,False,False,8.085372058112293,39.80225,0.9575916230366492,0.48125,Good,0.2385041046674497,Fall,1.4760000000000009,0.0509739149267569
2019-12-01,2019,12,December,01,Alabama,39965.01,25994.5,599,160344,190,5714,6.445,5.4,0.6,19.7,32.61,29.0,3.0,71.0,16,206,175,False,False,3.997121482016394,39.96501,0.9701188455008489,0.4153225806451613,Good,0.1612660674925391,Winter,0.1770000000000005,0.030269905211951942
2020-01-01,2020,1,January,01,Alabama,38674.44,24343.0,642,498878,193,5697,6.076,5.725,1.1,19.7,32.36,31.0,6.0,71.0,15,204,173,False,False,12.882823901263986,38.674440000000004,0.9521978940330937,0.43870967741935485,Good,0.157106347241227,Winter,-0.7400000000000002,0.05797300766357924
2020-02-01,2020,2,February,01,Alabama,41615.03,26504.0,612,168594,190,5431,5.825,5.4,1.0,13.125,31.55,30.0,6.0,58.0,15,195,166,False,False,4.036570441016143,41.61503,0.9856624319419238,0.4482758620689655,Good,0.13997346631733776,Winter,-1.6869999999999994,0.04322963296399972
2020-03-01,2020,3,March,01,Alabama,35790.22,22723.5,573,398402,193,5956,8.838,7.6,1.1,19.3,42.26,40.5,6.0,70.0,15,229,198,False,False,11.11557850161301,35.79022,0.995487213772355,0.4924731182795699,Good,0.24693896824327985,Spring,0.2749999999999986,0.05297427602377153
2020-04-01,2020,4,April,01,Alabama,25466.39,16259.0,347,118771,191,5700,8.058,6.4,2.4,23.667,38.78,35.0,13.0,78.0,15,218,188,False,False,4.650207587333737,25.46639,0.9947643979057592,0.48444444444444446,Good,0.3164170500805179,Spring,-0.0470000000000006,0.13227105468223657
2020-05-01,2020,5,May,01,Alabama,34664.9,23625.0,608,141492,190,5813,6.349,6.05,2.8,14.0,33.8,32.5,16.0,58.0,15,212,182,False,False,4.064168654748752,34.6649,0.9869269949066214,0.4559139784946237,Good,0.18315356455665527,Spring,-2.9529999999999994,-0.026928760974738758
2020-06-01,2020,6,June,01,Alabama,38446.62,25642.0,610,153086,191,5612,10.502,8.113,3.9,38.9,47.9,46.0,22.0,109.0,15,214,184,False,False,3.965914298838233,38.44662,0.9794066317626527,0.47555555555555556,Good,0.2731579525066183,Summer,0.7860000000000014,0.058066959453021316
2020-07-01,2020,7,July,01,Alabama,38216.21,25382.0,34,150449,191,5822,7.935,7.6,2.8,20.4,41.08,42.0,16.0,72.0,15,220,187,False,False,3.9358952653860757,38.21621,0.9832798513764567,0.4731182795698925,Good,0.20763440435354527,Summer,-2.035000000000001,-0.013971923674053949
2020-08-01,2020,8,August,01,Alabama,38660.55,25783.0,574,152137,194,5875,8.634,8.3,2.7,15.6,44.3,46.5,15.0,63.0,15,367,274,False,False,3.920352917896926,38.66055,0.9768872630528767,0.789247311827957,Good,0.22332843169587605,Summer,-0.10099999999999909,0.02497250372621418
2020-09-01,2020,9,September,01,Alabama,39090.45,25271.0,624,161122,196,5665,7.928,7.1,2.5,25.4,40.7,39.0,14.0,81.0,15,323,235,False,False,4.105811010106049,39.09045,0.9634353741496599,0.7177777777777777,Good,0.20281168418373288,Fall,-3.3120000000000003,-0.06448539773592629
2020-10-01,2020,10,October,01,Alabama,39920.66,26365.0,167,160016,199,5923,8.366,8.0,2.0,19.6,42.93,44.0,11.0,71.0,15,345,255,False,False,4.004167265771658,39.920660000000005,0.9601231966283028,0.7419354838709677,Good,0.20956567351341382,Fall,1.157,0.02463041880992975
2020-11-01,2020,11,November,01,Alabama,38395.64,25581.5,635,160110,203,5952,8.358,7.5,2.8,21.957,41.55,40.5,16.0,75.0,15,344,254,False,False,4.153466383162255,38.39564,0.9773399014778326,0.7644444444444445,Good,0.21768096585966532,Fall,-1.1349999999999998,-0.020823138807784386
2020-12-01,2020,12,December,01,Alabama,37731.4,24860.0,557,157060,206,6153,9.621,9.2,2.0,23.1,46.6,51.0,11.0,77.0,15,347,254,False,False,4.147818527804428,37.7314,0.9635139367366113,0.7462365591397849,Good,0.25498656291576777,Winter,3.176,0.09372049542322866
2021-01-01,2021,1,January,01,Alabama,35765.72,23435.0,471,155381,203,6127,7.154,6.569,1.9,20.512,37.34,36.5,11.0,72.0,16,404,280,False,False,4.331242318063218,35.76572,0.9736214841887811,0.8145161290322581,Good,0.20002393353188472,Winter,1.0780000000000003,0.04291758629065773
2021-02-01,2021,2,February,01,Alabama,36679.13,22795.0,567,157359,209,5170,8.555,7.796,2.1,24.217,41.63,43.0,12.0,79.0,16,341,229,False,False,4.274692447721634,36.67913,0.8834586466165414,0.7611607142857143,Good,0.233238901795108,Winter,2.7299999999999995,0.09326543547777025
2021-03-01,2021,3,March,01,Alabama,41300.01,26528.0,683,171313,211,6124,9.33,7.1,1.5,52.125,43.03,39.0,8.0,142.0,16,401,277,False,False,4.131475997221308,41.30001,0.9362482800794986,0.8084677419354839,Good,0.22590793561551195,Spring,0.4920000000000009,-0.0210310326277679
2021-04-01,2021,4,April,01,Alabama,42800.2,27268.0,715,172523,208,6037,8.664,8.0,3.4,27.696,42.86,43.0,19.0,85.0,16,395,275,False,False,4.014186849594161,42.8002,0.9674679487179487,0.8229166666666666,Good,0.2024289606123336,Spring,0.6059999999999999,-0.11398808946818431
2021-05-01,2021,5,May,01,Alabama,42438.98,27095.0,662,176919,212,6418,7.985,7.3,3.0,19.257,41.02,41.0,17.0,70.0,16,412,288,False,False,4.153186528045678,42.43898,0.9765672550213025,0.8306451612903226,Good,0.18815249565375983,Spring,1.6360000000000001,0.004998931097104559
2021-06-01,2021,6,June,01,Alabama,43091.14,27150.0,613,174780,212,6167,7.783,7.3,2.9,17.654,40.31,39.0,16.0,67.0,16,395,275,False,False,4.041828552226746,43.09114,0.9696540880503145,0.8229166666666666,Good,0.1806171755957257,Summer,-2.7190000000000003,-0.09254077691089257
2021-07-01,2021,7,July,01,Alabama,43844.47,28442.0,246,173472,203,6173,9.507,8.183,1.8,30.958,45.01,46.5,10.0,92.0,16,400,276,False,False,3.950920150249279,43.84447,0.9809311933894804,0.8064516129032258,Good,0.2168346430005882,Summer,1.572,0.009200238647042919
2021-08-01,2021,8,August,01,Alabama,40805.05,26213.0,647,171963,207,6155,10.069,8.762,2.0,33.783,46.76,49.0,11.0,97.0,16,356,252,False,False,4.198401913488649,40.80505,0.9591709521583295,0.717741935483871,Good,0.24675867325245282,Summer,1.4350000000000005,0.023430241556576775
2021-09-01,2021,9,September,01,Alabama,41155.19,26163.0,621,174502,206,5962,7.608,7.04,1.7,19.1,39.22,39.0,9.0,70.0,16,324,237,False,False,4.2250078301181455,41.155190000000005,0.9647249190938512,0.675,Good,0.18486125322225455,Fall,-0.3200000000000003,-0.01795043096147833
2021-10-01,2021,10,October,01,Alabama,42094.89,26988.0,702,176176,208,6291,7.692,6.612,0.8,18.4,39.68,38.0,4.0,68.0,16,388,273,False,False,4.168534470573507,42.09489,0.975651364764268,0.782258064516129,Good,0.18273001782401618,Fall,-0.6739999999999995,-0.026835655689397636
2021-11-01,2021,11,November,01,Alabama,40707.3,26869.0,669,173364,215,6304,8.328,7.433,2.6,22.6,42.73,42.0,14.0,76.0,15,369,251,False,False,4.242359478521051,40.707300000000004,0.9773643410852714,0.82,Good,0.20458247046598518,Fall,-0.030000000000001137,-0.013098495393680132
2021-12-01,2021,12,December,01,Alabama,40038.69,26777.0,660,172849,217,6519,7.719,6.5,1.5,26.4,37.74,34.0,8.0,83.0,16,433,288,False,False,4.300565278234627,40.03869,0.9690798275605768,0.8729838709677419,Good,0.19278852529890464,Winter,-1.9020000000000001,-0.06219803761686313
2022-01-01,2022,1,January,01,Alabama,35664.28,23446.5,518,160321,219,6608,7.196,6.533,0.6,21.0,37.3,36.0,3.0,73.0,16,438,283,False,False,4.480757777810179,35.66428,0.9733392252172632,0.8830645161290323,Good,0.2017705109986799,Winter,0.041999999999999815,0.001746577466795185
2022-02-01,2022,2,February,01,Alabama,39615.06,25906.0,643,169613,221,6063,9.172,8.2,1.2,31.25,42.91,44.0,7.0,92.0,16,484,304,False,False,4.2652970865120485,39.61506,0.9797996121525533,1.0,Good,0.23152811077403393,Winter,0.6170000000000009,-0.0017107910210740762
2022-03-01,2022,3,March,01,Alabama,40017.8,25173.0,656,175134,244,7274,7.891,6.217,0.8,33.792,37.75,34.0,4.0,97.0,16,572,356,False,False,4.36000979564094,40.0178,0.9616604970914859,1.0,Good,0.19718725167300552,Spring,-1.439,-0.02872068394250643
2022-04-01,2022,4,April,01,Alabama,40222.56,25351.5,630,178846,244,7076,7.793,7.583,2.0,19.208,40.61,42.0,11.0,70.0,16,672,402,False,False,4.4307473219009434,40.222559999999994,0.9666666666666667,1.0,Good,0.19374699173796997,Spring,-0.8709999999999996,-0.008681968874363621
2022-05-01,2022,5,May,01,Alabama,39693.65,24638.5,636,176847,248,7402,8.331,7.929,2.5,19.9,43.02,43.0,14.0,71.0,16,690,411,False,False,4.43927429198373,39.69365,0.9627991675338189,1.0,Good,0.20988243711525648,Spring,0.3459999999999992,0.02172994146149665
2022-06-01,2022,6,June,01,Alabama,39876.21,24680.0,495,173891,250,7223,10.339,9.6,3.4,33.6,49.86,52.0,19.0,97.0,16,659,393,False,False,4.348357078067349,39.87621,0.9630666666666666,1.0,Good,0.2592773987297188,Summer,2.556,0.07866022313399307
2022-07-01,2022,7,July,01,Alabama,38952.65,24125.0,604,174198,251,7575,7.484,7.4,2.9,14.9,40.19,40.0,16.0,62.0,16,707,429,False,False,4.456538900434245,38.95265,0.973525253823416,1.0,Good,0.19213070227571166,Summer,-2.0229999999999997,-0.024703940724876527
